Warning: truncated output (original token count: 71539)
Total output lines: 201

﻿Title,Media URL,Pinterest board,Thumbnail,Description,Link,Publish date,Keywords
Проект №58-89AKL: фасады крупным планом,https://raw.githubusercontent.com/nemchenik/test/f625fd5c3f91d191020b8fbbe061d7dba05941e0/pinterest/generated_batch_45_midnight_galaxy_video/58-89AKL.mp4,Красивые фасады домов,00:01,"Проект дома №58-89AKL. Ролик показывает визуализацию, реальную планировку и чертежи фасадов. Планы этажей помогают оценить расположение комнат и общую логику дома. Параметры проекта: площадь 98,89 м²; 1 этаж; габариты 8.4×14.75 м; материал — кирпич; стиль — скандинавский. Перейдите к карточке дома и оцените характеристики выбранного проекта.",https://catalog-plans.ru/catalog/58-89AKL?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_midnight_galaxy_video_batch_45&utm_content=pin_8322_58-89akl_lavender_facades&utm_term=krasivye-fasady-domov,,"проект дома 58-89AKL, Красивые фасады домов, готовый проект дома, планировка дома, архитектура дома, фасады частного дома, поэтажные планы, фасады дома, catalog-plans.ru, дом 98,89 м², кирпич, скандинавский"
Дом с характером №46-13BK1L,https://raw.githubusercontent.com/nemchenik/test/f625fd5c3f91d191020b8fbbe061d7dba05941e0/pinterest/generated_batch_45_midnight_galaxy_video/46-13BK1L.mp4,Архитектура частного дома,00:01,"Проект дома №46-13BK1L. Новый формат объединяет главные материалы карточки проекта в одном видео. Четыре фасада дают представление об архитектуре со всех сторон. Параметры проекта: площадь 310,31 м²; 2 этажа; габариты 22.4×16.18 м; материал — кирпич; стиль — стиль Райта. Сохраните вариант и сравните его с другими проектами из каталога.",https://catalog-plans.ru/catalog/46-13BK1L?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_midnight_galaxy_video_batch_45&utm_content=pin_8323_46-13bk1l_midnight_architecture&utm_term=arhitektura-chastnogo-doma,,"проект дома 46-13BK1L, Архитектура частного дома, готовый проект дома, планировка дома, архитектура дома, фасады частного дома, поэтажные планы, фасады дома, catalog-plans.ru, дом 310,31 м², кирпич, стиль Райта"
Дом №45-14: выразительная архитектура,https://raw.githubusercontent.com/nemchenik/test/f625fd5c3f91d191020b8fbbe061d7dba05941e0/pinterest/generated_batch_45_midnight_galaxy_video/45-14.mp4,Дома с планами и фасадами,00:01,"Проект дома №45-14. В коротком видео собраны внешний вид дома, его планы и фасады. Проект случайным образом выбран из полного каталога catalog-plans.ru. Параметры проекта: площадь 142,7 м²; 2 этажа; габариты 8.02×12.68 м; материал — кирпич. Откройте проект, чтобы подробно рассмотреть помещения, размеры и фасады.",https://catalog-plans.ru/catalog/45-14?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_midnight_galaxy_video_batch_45&utm_content=pin_8324_45-14_midnight_galaxy&utm_term=doma-s-planami-i-fasadami,,"проект дома 45-14, Дома с планами и фасадами, готовый проект дома, планировка дома, архитектура дома, фасады частного дома, поэтажные планы, фасады дома, catalog-plans.ru, дом 142,7 м², кирпич"
Проект №64-99: пространство и фасады,https://raw.githubusercontent.com/nemchenik/test/f625fd5c3f91d191020b8fbbe061d7dba05941e0/pinterest/generated_batch_45_midnight_galaxy_video/64-99.mp4,Одноэтажные проекты домов,00:01,"Проект дома №64-99. Архитектурный обзор помогает быстро оценить проект со всех сторон. Все изображения получены непосредственно из карточки соответствующего проекта. Параметры проекта: площадь 138,45 м²; 1 этаж; габариты 14.4×15.55 м; материал — газобетон; стиль — стиль Райта. На сайте доступны все планы, характеристики и состав проектной документации.",https://catalog-plans.ru/catalog/64-99?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_midnight_galaxy_video_batch_45&utm_content=pin_8325_64-99_cosmic_floor_plans&utm_term=odnoetazhnye-proekty-domov,,"проект дома 64-99, Одноэтажные проекты домов, готовый проект дома, планировка дома, архитектура дома, фасады частного дома, поэтажные планы, фасады дома, catalog-plans.ru, дом 138,45 м², газобетон, стиль Райта"
Архитектурная история дома №58-29DB,https://raw.githubusercontent.com/nemchenik/test/f625fd5c3f91d191020b8fbbe061d7dba05941e0/pinterest/generated_batch_45_midnight_galaxy_video/58-29DB.mp4,Проекты частных домов,00:01,"Проект дома №58-29DB. Ролик показывает визуализацию, реальную планировку и чертежи фасадов. Планы этажей помогают оценить расположение комнат и общую логику дома. Параметры проекта: площадь 153,66 м²; 2 этажа; габариты 10.1×11.5 м; материал — газобетон; стиль — европейский. Перейдите к карточке дома и оцените характеристики выбранного проекта.",https://catalog-plans.ru/catalog/58-29DB?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_midnight_galaxy_video_batch_45&utm_content=pin_8326_58-29db_lavender_facades&utm_term=proekty-chastnyh-domov,,"проект дома 58-29DB, Проекты частных домов, готовый проект дома, планировка дома, архитектура дома, фасады частного дома, поэтажные планы, фасады дома, catalog-plans.ru, дом 153,66 м², газобетон, европейский"
Дом №46-51ABG: полный обзор планировки,https://raw.githubusercontent.com/nemchenik/test/f625fd5c3f91d191020b8fbbe061d7dba05941e0/pinterest/generated_batch_45_midnight_galaxy_video/46-51ABG.mp4,Готовые проекты домов,00:01,"Проект дома №46-51ABG. Новый формат объединяет главные материалы карточки проекта в одном видео. Четыре фасада дают представление об архитектуре со всех сторон. Параметры проекта: площадь 184,03 м²; 2 этажа; габариты 10.9×10.9 м; материал — газобетон; стиль — хай-тек. Сохраните вариант и сравните его с другими проектами из каталога.",https://catalog-plans.ru/catalog/46-51ABG?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_midnight_galaxy_video_batch_45&utm_content=pin_8327_46-51abg_midnight_architecture&utm_term=gotovye-proekty-domov,,"проект дома 46-51ABG, Готовые проекты домов, готовый проект дома, планировка дома, архитектура дома, фасады частного дома, поэтажные планы, фасады дома, catalog-plans.ru, дом 184,03 м², газобетон, хай-тек"
Проект №57-34A: фасады крупным планом,https://raw.githubusercontent.com/nemchenik/test/f625fd5c3f91d191020b8fbbe061d7dba05941e0/pinterest/generated_batch_45_midnight_galaxy_video/57-34A.mp4,Архитектура частного дома,00:01,"Проект дома №57-34A. В коротком видео собраны внешний вид дома, его планы и фасады. Проект случайным образом выбран из полного каталога catalog-plans.ru. Параметры проекта: площадь 347,49 м²; 3 этажа; габариты 13.7×15.66 м; материал — газобетон; стиль — европейский. Откройте проект, чтобы подробно рассмотреть помещения, размеры и фасады.",https://catalog-plans.ru/catalog/57-34A?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_midnight_galaxy_video_batch_45&utm_content=pin_8328_57-34a_midnight_galaxy&utm_term=arhitektura-chastnogo-doma,,"проект дома 57-34A, Архитектура частного дома, готовый проект дома, планировка дома, архитектура дома, фасады частного дома, поэтажные планы, фасады дома, catalog-plans.ru, дом 347,49 м², газобетон, европейский"
Дом с характером №31-27,https://raw.githubusercontent.com/nemchenik/test/f625fd5c3f91d191020b8fbbe061d7dba05941e0/pinterest/generated_batch_45_midnight_galaxy_video/31-27.mp4,Дома с планами и фасадами,00:01,"Проект дома №31-27. Архитектурный обзор помогает быстро оценить проект со всех сторон. Все изображения получены непосредственно из карточки соответствующего проекта. Параметры проекта: площадь 755 м²; 3 этажа; габариты 16.7×41.8 м; материал — кирпич; стиль — современный. На сайте доступны все планы, характеристики и состав проектной документации.",https://catalog-plans.ru/catalog/31-27?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_midnight_galaxy_video_batch_45&utm_content=pin_8329_31-27_cosmic_floor_plans&utm_term=doma-s-planami-i-fasadami,,"проект дома 31-27, Дома с планами и фасадами, готовый проект дома, планировка дома, архитектура дома, фасады частного дома, поэтажные планы, фасады дома, catalog-plans.ru, дом 755 м², кирпич, современный"
Дом №58-94: выразительная архитектура,https://raw.githubusercontent.com/nemchenik/test/f625fd5c3f91d191020b8fbbe061d7dba05941e0/pinterest/generated_batch_45_midnight_galaxy_video/58-94.mp4,Архитектура частного дома,00:01,"Проект дома №58-94. Ролик показывает визуализацию, реальную планировку и чертежи фасадов. Планы этажей помогают оценить расположение комнат и общую логику дома. Параметры проекта: площадь 133,11 м²; 2 этажа; габариты 9.4×9.4 м; материал — газобетон. Перейдите к карточке дома и оцените характеристики выбранного проекта.",https://catalog-plans.ru/catalog/58-94?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_midnight_galaxy_video_batch_45&utm_content=pin_8330_58-94_lavender_facades&utm_term=arhitektura-chastnogo-doma,,"проект дома 58-94, Архитектура частного дома, готовый проект дома, планировка дома, архитектура дома, фасады частного дома, поэтажные планы, фасады дома, catalog-plans.ru, дом 133,11 м², газобетон"
Проект №60-87: пространство и фасады,https://raw.githubusercontent.com/nemchenik/test/f625fd5c3f91d191020b8fbbe061d7dba05941e0/pinterest/generated_batch_45_midnight_galaxy_video/60-87.mp4,Дома с планами и фасадами,00:01,"Проект дома №60-87. Новый формат объединяет главные материалы карточки проекта в одном видео. Четыре фасада дают представление об архитектуре со всех сторон. Параметры проекта: площадь 177,31 м²; 2 этажа; габариты 11.7×12.5 м; материал — газобетон; стиль — европейский. Сохраните вариант и сравните его с другими проектами из каталога.",https://catalog-plans.ru/catalog/60-87?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_midnight_galaxy_video_batch_45&utm_content=pin_8331_60-87_midnight_architecture&utm_term=doma-s-planami-i-fasadami,,"проект дома 60-87, Дома с планами и фасадами, готовый проект дома, планировка дома, архитектура дома, фасады частного дома, поэтажные планы, фасады дома, catalog-plans.ru, дом 177,31 м², газобетон, европейский"
Архитектурная история дома №52-90,https://raw.githubusercontent.com/nemchenik/test/f625fd5c3f91d191020b8fbbe061d7dba05941e0/pinterest/generated_batch_45_midnight_galaxy_video/52-90.mp4,Двухэтажные проекты домов,00:01,"Проект дома №52-90. В коротком видео собраны внешний вид дома, его планы и фасады. Проект случайным образом выбран из полного каталога catalog-plans.ru. Параметры проекта: площадь 277 м²; 2 этажа; габариты 10.7×13.8 м; материал — газобетон; стиль — европейский. Откройте проект, чтобы подробно рассмотреть помещения, размеры и фасады.",https://catalog-plans.ru/catalog/52-90?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_midnight_galaxy_video_batch_45&utm_content=pin_8332_52-90_midnight_galaxy&utm_term=dvuhetazhnye-proekty-domov,,"проект дома 52-90, Двухэтажные проекты домов, готовый проект дома, планировка дома, архитектура дома, фасады частного дома, поэтажные планы, фасады дома, catalog-plans.ru, дом 277 м², газобетон, европейский"
Дом №62-38AHKL: полный обзор планировки,https://raw.githubusercontent.com/nemchenik/test/f625fd5c3f91d191020b8fbbe061d7dba05941e0/pinterest/generated_batch_45_midnight_galaxy_video/62-38AHKL.mp4,Проекты частных домов,00:01,"Проект дома №62-38AHKL. Архитектурный обзор помогает быстро оценить проект со всех сторон. Все изображения получены непосредственно из карточки соответствующего проекта. Параметры проекта: площадь 250,22 м²; 2 этажа; габариты 13.3×18.98 м; материал — кирпич; стиль — шале. На сайте доступны все планы, характеристики и состав проектной документации.",https://catalog-plans.ru/catalog/62-38AHKL?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_midnight_galaxy_video_batch_45&utm_content=pin_8333_62-38ahkl_cosmic_floor_plans&utm_term=proekty-chastnyh-domov,,"проект дома 62-38AHKL, Проекты частных домов, готовый проект дома, планировка дома, архитектура дома, фасады частного дома, поэтажные планы, фасады дома, catalog-plans.ru, дом 250,22 м², кирпич, шале"
Проект №62-11BAK2: фасады крупным планом,https://raw.githubusercontent.com/nemchenik/test/f625fd5c3f91d191020b8fbbe061d7dba05941e0/pinterest/generated_batch_45_midnight_galaxy_video/62-11BAK2.mp4,Готовые проекты домов,00:01,"Проект дома №62-11BAK2. Ролик показывает визуализацию, реальную планировку и чертежи фасадов. Планы этажей помогают оценить расположение комнат и общую логику дома. Параметры проекта: площадь 275,72 м²; 2 этажа; габариты 12.64×16.04 м; материал — кирпич; стиль — современный. Перейдите к карточке дома и оцените характеристики выбранного проекта.",https://catalog-plans.ru/catalog/62-11BAK2?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_midnight_galaxy_video_batch_45&utm_content=pin_8334_62-11bak2_lavender_facades&utm_term=gotovye-proekty-domov,,"проект дома 62-11BAK2, Готовые проекты домов, готовый проект дома, планировка дома, архитектура дома, фасады частного дома, поэтажные планы, фасады дома, catalog-plans.ru, дом 275,72 м², кирпич, современный"
Дом с характером №64-29L,https://raw.githubusercontent.com/nemchenik/test/f625fd5c3f91d191020b8fbbe061d7dba05941e0/pinterest/generated_batch_45_midnight_galaxy_video/64-29L.mp4,Планировки загородных домов,00:01,"Проект дома №64-29L. Новый формат объединяет главные материалы карточки проекта в одном видео. Четыре фасада дают представление об архитектуре со всех сторон. Параметры проекта: площадь 143,18 м²; 2 этажа; габариты 9.8×10.7 м; материал — газобетон; стиль — современный. Сохраните вариант и сравните его с другими проектами из каталога.",https://catalog-plans.ru/catalog/64-29L?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_midnight_galaxy_video_batch_45&utm_content=pin_8335_64-29l_midnight_architecture&utm_term=planirovki-zagorodnyh-domov,,"проект дома 64-29L, Планировки загородных домов, готовый проект дома, планировка дома, архитектура дома, фасады частного дома, поэтажные планы, фасады дома, catalog-plans.ru, дом 143,18 м², газобетон, современный"
Дом №64-30: выразительная архитектура,https://raw.githubusercontent.com/nemchenik/test/f625fd5c3f91d191020b8fbbe061d7dba05941e0/pinterest/generated_batch_45_midnight_galaxy_video/64-30.mp4,Красивые фасады домов,00:01,"Проект дома №64-30. В коротком видео собраны внешний вид дома, его планы и фасады. Проект случайным образом выбран из полного каталога catalog-plans.ru. Параметры проекта: площадь 108,21 м²; 2 этажа; габариты 7×14 м; материал — газобетон; стиль — барнхаус. Откройте проект, чтобы подробно рассмотреть помещения, размеры и фасады.",https://catalog-plans.ru/catalog/64-30?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_midnight_galaxy_video_batch_45&utm_content=pin_8336_64-30_midnight_galaxy&utm_term=krasivye-fasady-domov,,"проект дома 64-30, Красивые фасады домов, готовый проект дома, планировка дома, архитектура дома, фасады частного дома, поэтажные планы, фасады дома, catalog-plans.ru, дом 108,21 м², газобетон, барнхаус"
Проект №57-00N: пространство и фасады,https://raw.githubusercontent.com/nemchenik/test/f625fd5c3f91d191020b8fbbe061d7dba05941e0/pinterest/generated_batch_45_midnight_galaxy_video/57-00N.mp4,Архитектура частного дома,00:01,"Проект дома №57-00N. Архитектурный обзор помогает быстро оценить проект со всех сторон. Все изображения получены непосредственно из карточки соответствующего проекта. Параметры проекта: площадь 210,32 м²; 2 этажа; габариты 13.3×15.85 м; материал — газобетон; стиль — современный. На сайте доступны все планы, характеристики и состав проектной документации.",https://catalog-plans.ru/catalog/57-00N?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_midnight_galaxy_video_batch_45&utm_content=pin_8337_57-00n_cosmic_floor_plans&utm_term=arhitektura-chastnogo-doma,,"проект дома 57-00N, Архитектура частного дома, готовый проект дома, планировка дома, архитектура дома, фасады частного дома, поэтажные планы, фасады дома, catalog-plans.ru, дом 210,32 м², газобетон, современный"
Архитектурная история дома №45-74K1L,https://raw.githubusercontent.com/nemchenik/test/f625fd5c3f91d191020b8fbbe061d7dba05941e0/pinterest/generated_batch_45_midnight_galaxy_video/45-74K1L.mp4,Дома с планами и фасадами,00:01,"Проект дома №45-74K1L. Ролик показывает визуализацию, реальную планировку и чертежи фасадов. Планы этажей помогают оценить расположение комнат и общую логику дома. Параметры проекта: площадь 203,82 м²; 2 этажа; габариты 11.1×12.56 м; материал — кирпич. Перейдите к карточке дома и оцените характеристики выбранного проекта.",https://catalog-plans.ru/catalog/45-74K1L?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_midnight_galaxy_video_batch_45&utm_content=pin_8338_45-74k1l_lavender_facades&utm_term=doma-s-planami-i-fasadami,,"проект дома 45-74K1L, Дома с планами и фасадами, готовый проект дома, планировка дома, архитектура дома, фасады частного дома, поэтажные планы, фасады дома, catalog-plans.ru, дом 203,82 м², кирпич"
Дом №59-95D: полный обзор планировки,https://raw.githubusercontent.com/nemchenik/test/f625fd5c3f91d191020b8fbbe061d7dba05941e0/pinterest/generated_batch_45_midnight_galaxy_video/59-95D.mp4,Двухэтажные проекты домов,00:01,"Проект дома №59-95D. Новый формат объединяет главные материалы карточки проекта в одном видео. Четыре фасада дают представление об архитектуре со всех сторон. Параметры проекта: площадь 310,36 м²; 2 этажа; габариты 12.76×14.26 м; материал — газобетон; стиль — американский. Сохраните вариант и сравните его с другими проектами из каталога.",https://catalog-plans.ru/catalog/59-95D?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_midnight_galaxy_video_batch_45&utm_content=pin_8339_59-95d_midnight_architecture&utm_term=dvuhetazhnye-proekty-domov,,"проект дома 59-95D, Двухэтажные проекты домов, готовый проект дома, планировка дома, архитектура дома, фасады частного дома, поэтажные планы, фасады дома, catalog-plans.ru, дом 310,36 м², газобетон, американский"
Проект №58-70K: фасады крупным планом,https://raw.githubusercontent.com/nemchenik/test/f625fd5c3f91d191020b8fbbe061d7dba05941e0/pinterest/generated_batch_45_midnight_galaxy_video/58-70K.mp4,Проекты частных домов,00:01,"Проект дома №58-70K. В коротком видео собраны внешний вид дома, его планы и фасады. Проект случайным образом выбран из полного каталога catalog-plans.ru. Параметры проекта: площадь 118,48 м²; 1 этаж; габариты 12.23×14.12 м; материал — кирпич; стиль — шале. Откройте проект, чтобы подробно рассмотреть помещения, размеры и фасады.",https://catalog-plans.ru/catalog/58-70K?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_midnight_galaxy_video_batch_45&utm_content=pin_8340_58-70k_midnight_galaxy&utm_term=proekty-chastnyh-domov,,"проект дома 58-70K, Проекты частных домов, готовый проект дома, планировка дома, архитектура дома, фасады частного дома, поэтажные планы, фасады дома, catalog-plans.ru, дом 118,48 м², кирпич, шале"
